gene_id,SRR21159093,SRR21159098
gene-LOC123356707|LOC123356707,29,6
gene-LOC123356645|LOC123356645,658,154
gene-LOC123356663|LOC123356663,413,442
gene-LOC123356695|LOC123356695,247,172
gene-LOC123356630|LOC123356630,2,0
gene-LOC123356664|LOC123356664,992,13
gene-LOC123356693|LOC123356693,749,1439
gene-LOC123356631|LOC123356631,3126,2967
gene-LOC123356697|LOC123356697,3,4
gene-LOC123356706|LOC123356706,4,2
gene-LOC123356705|LOC123356705,1,4
gene-TRNAV-AAC-52|TRNAV-AAC,0,0
gene-LOC123356608|LOC123356608,8,8
gene-TRNAG-UCC-46|TRNAG-UCC,1,0
gene-LOC123356610|LOC123356610,17,8
gene-LOC123356611|LOC123356611,381,32
gene-TRNAG-UCC-47|TRNAG-UCC,1,0
gene-LOC123356713|LOC123356713,0,0
gene-LOC123356889|LOC123356889,107,85
gene-LOC123356891|LOC123356891,28,89
gene-LOC123356890|LOC123356890,438,72
gene-LOC123356893|LOC123356893,4,3
gene-LOC123356887|LOC123356887,592,1188
gene-LOC123356892|LOC123356892,48,0
gene-LOC123356888|LOC123356888,2,7
gene-LOC123356894|LOC123356894,3,19
gene-LOC123356896|LOC123356896,70,750
gene-LOC123356897|LOC123356897,94,18
gene-LOC123356895|LOC123356895,84,85
gene-LOC123356898|LOC123356898,558,2812
gene-LOC123356901|LOC123356901,1,0
gene-LOC123356903|LOC123356903,0,1437
gene-LOC123356902|LOC123356902,3565,1660
gene-LOC123356906|LOC123356906,0,4
gene-LOC123356907|LOC123356907,0,78
gene-LOC123356908|LOC123356908,212,444
gene-LOC123356916|LOC123356916,103,4680
gene-LOC123356913|LOC123356913,0,44158
gene-LOC123356914|LOC123356914,3,39302
gene-LOC123356915|LOC123356915,0,35820
gene-LOC123356919|LOC123356919,0,0
gene-LOC123356917|LOC123356917,0,0
gene-LOC123356920|LOC123356920,2,0
gene-LOC123356921|LOC123356921,4,0
gene-LOC123356924|LOC123356924,8,0
gene-LOC123356929|LOC123356929,0,0
gene-LOC123356927|LOC123356927,7,0
gene-LOC123356928|LOC123356928,0,0
gene-LOC123356926|LOC123356926,28,2
gene-LOC123356925|LOC123356925,19766,152
gene-LOC123356930|LOC123356930,898,33
gene-LOC123356932|LOC123356932,0,267
gene-LOC123356935|LOC123356935,12,15
gene-LOC123356936|LOC123356936,9,0
gene-LOC123356938|LOC123356938,13,0
gene-LOC123356940|LOC123356940,37,6
gene-LOC123356941|LOC123356941,36,6
gene-LOC123356939|LOC123356939,116,0
gene-LOC123356942|LOC123356942,13,140
gene-LOC123356943|LOC123356943,32,150
gene-LOC123356944|LOC123356944,96,5
gene-LOC123356946|LOC123356946,203,2330
gene-LOC123356945|LOC123356945,235,915
gene-LOC123356956|LOC123356956,14,122
gene-LOC123356959|LOC123356959,0,0
gene-LOC123356958|LOC123356958,68,151
gene-LOC123356957|LOC123356957,254,382
gene-LOC123356961|LOC123356961,14,34
gene-LOC123356962|LOC123356962,381,2212
gene-LOC123356965|LOC123356965,310,3407
gene-LOC123356966|LOC123356966,61,1287
gene-LOC123356967|LOC123356967,281,849
gene-LOC123356970|LOC123356970,0,9
gene-LOC123356971|LOC123356971,8,17
gene-LOC123356972|LOC123356972,266,2340
gene-LOC123356973|LOC123356973,207,1164
gene-LOC123356974|LOC123356974,25,91
gene-LOC123356975|LOC123356975,1337,4402
gene-LOC123356976|LOC123356976,232,993
gene-LOC123356978|LOC123356978,1,3
gene-LOC123356980|LOC123356980,15,1707
gene-LOC123356979|LOC123356979,1885,3775
gene-LOC123356981|LOC123356981,181,760
gene-LOC123356984|LOC123356984,0,386
gene-LOC123356982|LOC123356982,144,331
gene-LOC123356985|LOC123356985,53,5
gene-LOC123356986|LOC123356986,344,962
gene-LOC123356987|LOC123356987,13,8
gene-LOC123356994|LOC123356994,41,23
gene-LOC123356988|LOC123356988,137,31
gene-LOC123356991|LOC123356991,107,2678
gene-LOC123356993|LOC123356993,38,314
gene-LOC123356995|LOC123356995,467,3000
gene-LOC123356992|LOC123356992,2803,3353
gene-LOC123357008|LOC123357008,0,0
gene-LOC123357007|LOC123357007,160,60
gene-LOC123357009|LOC123357009,39,16
gene-LOC123357014|LOC123357014,99,1007
gene-LOC123357011|LOC123357011,3,6
gene-LOC123357012|LOC123357012,184,619
gene-LOC123357015|LOC123357015,224,1503
gene-LOC123357017|LOC123357017,0,0
gene-LOC123357018|LOC123357018,37,1299
gene-LOC123357016|LOC123357016,0,166
gene-LOC123357020|LOC123357020,164,2135
gene-LOC123357021|LOC123357021,2118,512
gene-LOC123357031|LOC123357031,4,0
gene-LOC123357030|LOC123357030,93,0
gene-TRNAS-AGA-33|TRNAS-AGA,1,0
gene-TRNAC-GCA-47|TRNAC-GCA,1,0
gene-LOC123357041|LOC123357041,203,3336
gene-LOC123357040|LOC123357040,170,4295
gene-LOC123357042|LOC123357042,240,12
gene-TRNAC-GCA-49|TRNAC-GCA,1,1
gene-LOC123357048|LOC123357048,18,9
gene-LOC123357049|LOC123357049,1,0
gene-LOC123357053|LOC123357053,7,0
gene-KCND1|KCND1,18,73
gene-GRIPAP1|GRIPAP1,1226,2557
gene-PIM2|PIM2,142,1446
gene-OTUD5|OTUD5,1625,1556
gene-SLC35A2|SLC35A2,84,509
gene-PQBP1|PQBP1,912,2174
gene-CDK20|CDK20,216,318
gene-TIMM17B|TIMM17B,550,3655
gene-GATA1|GATA1,708,26
gene-ITIH6|ITIH6,12,283
gene-GNL3L|GNL3L,484,421
gene-HDAC6|HDAC6,1269,676
gene-WDR45|WDR45,930,61
gene-PFKFB1|PFKFB1,4344,433
gene-FGD1|FGD1,76,129
gene-TSR2|TSR2,408,111
gene-WNK3|WNK3,251,667
gene-FAM120C|FAM120C,1872,1586
gene-PHF8|PHF8,1037,563
gene-APEX2|APEX2,43,32
gene-HUWE1|HUWE1,3052,10887
gene-ALAS2|ALAS2,762,109
gene-PRICKLE3|PRICKLE3,88,1356
gene-PLP2|PLP2,506,192
gene-MAGIX|MAGIX,3856,153
gene-LOC123357058|LOC123357058,296,17
gene-LOC123357059|LOC123357059,24,267
gene-LOC123357056|LOC123357056,278,517
gene-LOC123357060|LOC123357060,18,297
gene-RIBC1|RIBC1,0,39
gene-IQSEC2|IQSEC2,275,44
gene-CCDC120|CCDC120,43,79
gene-LOC123357111|LOC123357111,0,0
gene-LOC123357112|LOC123357112,0,0
gene-LOC123357110|LOC123357110,640,71
gene-GPKOW|GPKOW,1726,2511
gene-HSD17B10|HSD17B10,645,694
gene-SMC1A|SMC1A,2920,12330
gene-KDM5C|KDM5C,2241,2549
gene-EMD|EMD,638,79
gene-TREX2|TREX2,52,36
gene-LOC123357113|LOC123357113,15,0
gene-TFE3|TFE3,1657,251
gene-PRAF2|PRAF2,804,736
gene-LOC123357103|LOC123357103,6,32
gene-LOC123357062|LOC123357062,9,313
gene-LOC123357064|LOC123357064,312,1598
gene-LOC123357070|LOC123357070,184,706
gene-LOC123357061|LOC123357061,459,791
gene-LOC123357126|LOC123357126,1,0
gene-LOC123357130|LOC123357130,92,11
gene-LOC123357131|LOC123357131,0,0
gene-ACTL6B|ACTL6B,0,0
gene-GNB2|GNB2,2322,739
gene-LOC123357149|LOC123357149,0,0
gene-GIGYF1|GIGYF1,1862,1099
gene-LOC123357153|LOC123357153,18,0
gene-LOC123357155|LOC123357155,78,0
gene-LOC123357134|LOC123357134,0,0
gene-LOC123357139|LOC123357139,0,0
gene-LOC123357140|LOC123357140,16,0
gene-TM4SF5|TM4SF5,136,0
gene-ZMYND15|ZMYND15,29,15
gene-LOC123357185|LOC123357185,10,143
gene-LOC123357142|LOC123357142,47,29
gene-LOC123357136|LOC123357136,0,0
gene-ZCWPW1|ZCWPW1,149,54
gene-LOC123357163|LOC123357163,0,0
gene-TSC22D4|TSC22D4,330,99
gene-LOC123357158|LOC123357158,17,6
gene-LRCH4|LRCH4,781,747
gene-FBXO24|FBXO24,0,0
gene-PCOLCE|PCOLCE,3201,105
gene-KIF1C|KIF1C,6831,1208
gene-INCA1|INCA1,0,30
gene-CAMTA2|CAMTA2,642,2085
gene-RNF167|RNF167,1276,348
gene-CHRNE|CHRNE,0,0
gene-MINK1|MINK1,2420,1882
gene-PLD2|PLD2,1265,139
gene-POP7|POP7,260,135
gene-EPO|EPO,358,6
gene-TFR2|TFR2,6372,18
gene-MEPCE|MEPCE,429,956
gene-PPP1R35|PPP1R35,70,54
gene-NYAP1|NYAP1,51,0
gene-AGFG2|AGFG2,1784,489
gene-LOC123357157|LOC123357157,326,187
gene-SPAG7|SPAG7,382,451
gene-ENO3|ENO3,569,58
gene-PFN1|PFN1,2955,1027
gene-SLC25A11|SLC25A11,2631,1934
gene-LOC123357170|LOC123357170,8,0
gene-LOC123357173|LOC123357173,11,0
gene-PSMB6|PSMB6,730,479
gene-GLTPD2|GLTPD2,296,0
gene-LOC123357196|LOC123357196,1,8
gene-LOC123357197|LOC123357197,78,930
gene-LOC123357199|LOC123357199,0,0
gene-LOC123357198|LOC123357198,0,0
gene-LOC123357207|LOC123357207,26,8
gene-TRNAI-UAU-32|TRNAI-UAU,0,0
gene-TRNAS-UGA-33|TRNAS-UGA,1,0
gene-TRNAF-GAA-43|TRNAF-GAA,1,0
gene-LOC123357240|LOC123357240,9,14
gene-LOC123357241|LOC123357241,0,0
gene-TRNAR-CCG-4|TRNAR-CCG,3,1
gene-TRNAF-GAA-45|TRNAF-GAA,1,0
gene-LOC123357267|LOC123357267,0,0
gene-TRNAS-AGA-41|TRNAS-AGA,1,0
gene-LOC123357288|LOC123357288,0,0
gene-LOC123357290|LOC123357290,116,20
gene-LOC123357291|LOC123357291,0,2
gene-LOC123357310|LOC123357310,238,158
gene-LOC123357300|LOC123357300,146,121
gene-DUSP9|DUSP9,67,723
gene-CCNQ|CCNQ,45,44
gene-LOC123357305|LOC123357305,211,203
gene-BGN|BGN,1225,163
gene-LOC123357312|LOC123357312,272,743
gene-LOC123357311|LOC123357311,0,440
gene-LOC123357304|LOC123357304,59,0
gene-LOC123357302|LOC123357302,10,3
gene-LOC123357303|LOC123357303,188,536
gene-LOC123357298|LOC123357298,55,545
gene-LOC123357301|LOC123357301,238,335
gene-TRNAS-UGA-35|TRNAS-UGA,2,0
gene-LOC123357337|LOC123357337,0,0
gene-TRNAC-GCA-56|TRNAC-GCA,1,0
gene-LOC123357344|LOC123357344,3,0
gene-LOC123357343|LOC123357343,80,4
gene-LOC123357351|LOC123357351,17,0
gene-LOC123357355|LOC123357355,126,35
gene-LOC123357356|LOC123357356,4,2
gene-LOC123357359|LOC123357359,21,3
gene-TRNAV-AAC-69|TRNAV-AAC,1,0
gene-TRNAQ-CUG-29|TRNAQ-CUG,1,0
gene-LOC123357390|LOC123357390,12,82
gene-LOC123357403|LOC123357403,0,4
gene-LOC123357389|LOC123357389,464,108
gene-LOC123357398|LOC123357398,196,782
gene-LOC123357395|LOC123357395,280,86
gene-PNCK|PNCK,60,70
gene-SLC6A8|SLC6A8,860,74
gene-BCAP31|BCAP31,2720,3047
gene-SRPK3|SRPK3,32,0
gene-ABCD1|ABCD1,226,163
gene-PLXNB3|PLXNB3,76,67
gene-L1CAM|L1CAM,40,35
gene-IDH3G|IDH3G,2957,811
gene-SSR4|SSR4,3619,248
gene-ACAP1|ACAP1,98,24
gene-GPS2|GPS2,153,40
gene-NEURL4|NEURL4,983,2787
gene-SLC2A4|SLC2A4,41,17
gene-EIF5A|EIF5A,3140,9491
gene-CLDN7|CLDN7,28,1168
gene-ELP5|ELP5,71,450
gene-CTDNEP1|CTDNEP1,296,1430
gene-PHF23|PHF23,155,404
gene-LOC123357405|LOC123357405,8548,1468
gene-DVL2|DVL2,457,1014
gene-ACADVL|ACADVL,1705,1423
gene-LOC123357420|LOC123357420,0,3
gene-LOC123357425|LOC123357425,0,0
gene-LOC123357428|LOC123357428,0,0
gene-TRNAS-AGA-44|TRNAS-AGA,1,0
gene-LOC123357439|LOC123357439,0,10
gene-LOC123357441|LOC123357441,27,376
gene-LOC123357444|LOC123357444,7,39
gene-LOC123357471|LOC123357471,0,0
gene-TRNAV-AAC-73|TRNAV-AAC,2,0
gene-LOC123357501|LOC123357501,48,838
gene-LOC123357508|LOC123357508,27,21
gene-PDZD4|PDZD4,8,119
gene-LOC123357502|LOC123357502,639,52
gene-NUDT16|NUDT16,3,23
gene-NAA10|NAA10,1522,1359
gene-ARHGAP4|ARHGAP4,373,317
gene-LOC123357516|LOC123357516,638,21
gene-TMEM187|TMEM187,6,25
gene-IRAK1|IRAK1,36,477
gene-HCFC1|HCFC1,3345,3665
gene-MECP2|MECP2,243,710
gene-LOC123357513|LOC123357513,12,3
gene-LOC123357521|LOC123357521,2,0
gene-LOC123357523|LOC123357523,0,6
gene-TRNAV-UAC-10|TRNAV-UAC,0,0
gene-LOC123357537|LOC123357537,0,0
gene-LOC123357543|LOC123357543,65,41
gene-LOC123357538|LOC123357538,583,70
gene-LOC123357544|LOC123357544,468,148
gene-ACHE|ACHE,121,11
gene-LOC123357567|LOC123357567,0,0
gene-LOC123357568|LOC123357568,0,0
gene-LOC123357577|LOC123357577,5,0
gene-LOC123357579|LOC123357579,1,0
gene-LOC123357591|LOC123357591,16,0
gene-LOC123357594|LOC123357594,0,0
gene-LOC123357634|LOC123357634,125,11
gene-LOC123357636|LOC123357636,28,4
gene-LOC123357642|LOC123357642,0,0
gene-TRNAV-AAC-81|TRNAV-AAC,0,0
gene-LOC123357652|LOC123357652,18,0
gene-LOC123357653|LOC123357653,26,35
gene-LOC123357658|LOC123357658,35,13
gene-LOC123357665|LOC123357665,2,9
gene-LOC123357667|LOC123357667,1,2
gene-LOC123357666|LOC123357666,2,10
gene-TRNAG-UCC-62|TRNAG-UCC,1,0
gene-LOC123357695|LOC123357695,523,190
gene-LOC123357709|LOC123357709,0,42
gene-LOC123357711|LOC123357711,2,0
gene-LOC123357715|LOC123357715,211,142
gene-LOC123357716|LOC123357716,6,0
gene-LOC123357733|LOC123357733,0,0
gene-RABAC1|RABAC1,1560,194
gene-LOC123357738|LOC123357738,83,0
gene-LOC123357749|LOC123357749,0,0
gene-TRNAL-CAA-43|TRNAL-CAA,0,0
gene-LOC123357753|LOC123357753,12,0
gene-LOC123357765|LOC123357765,0,0
gene-LOC123357763|LOC123357763,45,50
gene-LOC123357768|LOC123357768,3,27
gene-LOC123357769|LOC123357769,35,45
gene-LOC123357786|LOC123357786,0,4
gene-TRNAF-GAA-65|TRNAF-GAA,1,0
gene-TRNAS-AGA-56|TRNAS-AGA,1,0
gene-LOC123357839|LOC123357839,491,173
gene-FLNA|FLNA,2094,1025
gene-LOC123357850|LOC123357850,221,751
gene-LOC123357851|LOC123357851,14,93
gene-LOC123357852|LOC123357852,100,20
gene-LOC123357849|LOC123357849,48,60
gene-TRNAF-GAA-66|TRNAF-GAA,1,0
gene-LOC123357856|LOC123357856,3,57
gene-LOC123357857|LOC123357857,251,700
gene-LOC123357859|LOC123357859,0,25
gene-TRNAM-CAU-34|TRNAM-CAU,1,0
gene-TRNAK-CUU-59|TRNAK-CUU,1,0
gene-LOC123357889|LOC123357889,6,2
gene-TRNAM-CAU-37|TRNAM-CAU,0,0
gene-LOC123357890|LOC123357890,4,2
gene-TRNAS-AGA-61|TRNAS-AGA,1,0
gene-LOC123357922|LOC123357922,49,7
gene-LOC123357924|LOC123357924,21,0
gene-LOC123357925|LOC123357925,134,85
gene-LOC123357927|LOC123357927,4,92
gene-LOC123357942|LOC123357942,6,0
gene-LOC123357946|LOC123357946,1591,70
gene-TRNAG-UCC-70|TRNAG-UCC,1,0
gene-LOC123357972|LOC123357972,77,997
gene-LOC123357970|LOC123357970,103,680
gene-LOC123357971|LOC123357971,587,4752
gene-LOC123357975|LOC123357975,1,0
gene-LOC123357976|LOC123357976,0,0
gene-LOC123357977|LOC123357977,2,0
gene-LOC123357988|LOC123357988,0,2
gene-LOC123357989|LOC123357989,0,0
gene-LOC123357993|LOC123357993,1,0
gene-LOC123357992|LOC123357992,2,0
gene-DLG4|DLG4,28,51
gene-LOC123358000|LOC123358000,8,24
gene-ASGR1|ASGR1,4566,0
gene-TRNAG-ACC-5|TRNAG-ACC,2,0
gene-LOC123358045|LOC123358045,43,0
gene-LOC123358067|LOC123358067,0,0
gene-LOC123358068|LOC123358068,21,3
gene-LOC123358069|LOC123358069,14,29
gene-MED11|MED11,197,330
gene-LOC123358072|LOC123358072,4,129
gene-PELP1|PELP1,70,45
gene-LOC123358070|LOC123358070,39,377
gene-ARRB2|ARRB2,2896,2028
gene-LOC123358075|LOC123358075,264,159
gene-LOC123358079|LOC123358079,0,0
gene-LOC123358078|LOC123358078,76,45
gene-LOC123358080|LOC123358080,19,35
gene-LOC123358081|LOC123358081,0,0
gene-LOC123358082|LOC123358082,0,0
gene-LOC123358083|LOC123358083,0,0
gene-LOC123358088|LOC123358088,0,0
gene-LOC123358090|LOC123358090,0,0
gene-LOC123358091|LOC123358091,13,10
gene-LOC123358092|LOC123358092,102,0
gene-LOC123358093|LOC123358093,66,0
gene-LOC123358123|LOC123358123,2,0
gene-LOC123358125|LOC123358125,0,0
gene-LOC123358130|LOC123358130,0,0
gene-TRNAI-UAU-50|TRNAI-UAU,0,0
gene-LOC123358172|LOC123358172,11,1
gene-LOC123358171|LOC123358171,13,3
gene-LOC123358173|LOC123358173,3,0
gene-TRNAC-GCA-78|TRNAC-GCA,12,3
gene-LOC123358180|LOC123358180,36,10
gene-TRNAL-CAA-46|TRNAL-CAA,0,0
gene-TRNAK-CUU-77|TRNAK-CUU,0,1
gene-TRNAE-UUC-51|TRNAE-UUC,0,0
gene-TRNAL-CAA-47|TRNAL-CAA,0,0
gene-LOC123358196|LOC123358196,0,0
gene-LOC123358208|LOC123358208,0,4
gene-LOC123358216|LOC123358216,8,15
gene-LOC123358214|LOC123358214,0,13
gene-LOC123358233|LOC123358233,0,0
gene-LOC123358217|LOC123358217,0,0
gene-TRNAF-GAA-79|TRNAF-GAA,0,0
gene-LOC123358219|LOC123358219,0,0
gene-LOC123358226|LOC123358226,0,0
gene-LOC123358220|LOC123358220,1,0
gene-LOC123358218|LOC123358218,48,6
gene-TRNAA-UGC-82|TRNAA-UGC,0,1
gene-TRNAV-AAC-102|TRNAV-AAC,0,0
gene-TRNAT-AGU-84|TRNAT-AGU,0,0
gene-TRNAV-AAC-103|TRNAV-AAC,0,0
gene-TRNAC-GCA-81|TRNAC-GCA,0,0
gene-LOC123358239|LOC123358239,0,0
gene-LOC123358231|LOC123358231,41,15
gene-LOC123358232|LOC123358232,35,0
gene-TRNAF-GAA-81|TRNAF-GAA,0,0
gene-TRNAG-UCC-75|TRNAG-UCC,1,0
gene-LOC123358227|LOC123358227,117,15
gene-LOC123358228|LOC123358228,145,16
gene-TRNAC-ACA-20|TRNAC-ACA,1,0
gene-LOC123358223|LOC123358223,10,46
gene-LOC123358229|LOC123358229,67,4
gene-LOC123358230|LOC123358230,93,0
gene-LOC123358236|LOC123358236,0,0
gene-TRNAC-GCA-87|TRNAC-GCA,1,0
gene-LOC123358291|LOC123358291,120,0
gene-LOC123358292|LOC123358292,10,0
gene-TRNAS-AGA-72|TRNAS-AGA,0,0
gene-TRNAV-AAC-114|TRNAV-AAC,0,0
gene-TRNAT-AGU-89|TRNAT-AGU,1,0
gene-LOC123358290|LOC123358290,0,0
gene-LOC123358289|LOC123358289,28,6
gene-LOC123358293|LOC123358293,0,9
gene-LOC123358297|LOC123358297,0,7
gene-LOC123358295|LOC123358295,103,3
gene-TRNAG-UCC-82|TRNAG-UCC,1,0
gene-TRNAG-UCC-83|TRNAG-UCC,1,0
gene-TRNAF-GAA-84|TRNAF-GAA,1,0
gene-TRNAC-GCA-90|TRNAC-GCA,4,0
gene-LOC123358361|LOC123358361,0,0
gene-LOC123358368|LOC123358368,0,0
gene-TRNAG-UCC-89|TRNAG-UCC,1,0
gene-TRNAT-AGU-96|TRNAT-AGU,1,0
gene-LOC123358363|LOC123358363,0,0
gene-LOC123358366|LOC123358366,13,0
gene-TRNAS-AGA-78|TRNAS-AGA,1,0
gene-LOC123358364|LOC123358364,0,10
gene-LOC123358362|LOC123358362,0,0
gene-LOC123358431|LOC123358431,0,0
gene-LOC123358428|LOC123358428,0,0
gene-TRNAC-GCA-95|TRNAC-GCA,1,1
gene-LOC123358425|LOC123358425,49,0
gene-LOC123358433|LOC123358433,0,53
gene-TRNAG-UCC-93|TRNAG-UCC,0,0
gene-TRNAT-AGU-100|TRNAT-AGU,0,0
gene-TRNAC-GCA-98|TRNAC-GCA,0,0
gene-TRNAV-AAC-134|TRNAV-AAC,1,0
gene-TRNAG-UCC-94|TRNAG-UCC,0,0
gene-TRNAT-UGU-73|TRNAT-UGU,0,0
gene-TRNAS-AGA-81|TRNAS-AGA,0,0
gene-TRNAC-GCA-99|TRNAC-GCA,0,0
gene-TRNAG-GCC-31|TRNAG-GCC,0,0
gene-TRNAF-AAA-14|TRNAF-AAA,0,0
gene-TRNAV-AAC-135|TRNAV-AAC,0,0
gene-TRNAT-AGU-101|TRNAT-AGU,0,0
gene-TRNAN-GUU-40|TRNAN-GUU,0,0
gene-TRNAC-GCA-100|TRNAC-GCA,0,0
gene-TRNAS-AGA-82|TRNAS-AGA,0,0
gene-TRNAT-AGU-102|TRNAT-AGU,0,0
gene-LOC123358427|LOC123358427,234,9
gene-LOC123358432|LOC123358432,36,13
gene-TRNAC-GCA-101|TRNAC-GCA,0,0
gene-TRNAV-AAC-136|TRNAV-AAC,0,0
gene-TRNAA-UGC-89|TRNAA-UGC,0,0
gene-TRNAA-UGC-90|TRNAA-UGC,0,0
gene-LOC123358424|LOC123358424,48,49
gene-LOC123358426|LOC123358426,30,0
gene-LOC123358481|LOC123358481,21,3
gene-TRNAS-AGA-84|TRNAS-AGA,3,1
gene-LOC123358482|LOC123358482,67,4
gene-LOC123358477|LOC123358477,25,3
gene-LOC123358478|LOC123358478,12,17
gene-TRNAV-AAC-139|TRNAV-AAC,0,0
gene-LOC123358483|LOC123358483,0,0
gene-TRNAF-GAA-91|TRNAF-GAA,0,0
gene-TRNAS-GCU-96|TRNAS-GCU,0,1
gene-TRNAA-UGC-91|TRNAA-UGC,0,0
gene-TRNAF-AAA-16|TRNAF-AAA,0,0
gene-LOC123358480|LOC123358480,0,0
gene-TRNAA-UGC-92|TRNAA-UGC,0,0
gene-TRNAS-AGA-86|TRNAS-AGA,1,0
gene-TRNAG-ACC-7|TRNAG-ACC,2,0
gene-TRNAG-ACC-8|TRNAG-ACC,2,0
gene-LOC123358510|LOC123358510,0,47
gene-TRNAC-GCA-105|TRNAC-GCA,0,0
gene-TRNAV-AAC-141|TRNAV-AAC,0,0
gene-LOC123358509|LOC123358509,3,0
gene-TRNAV-AAC-142|TRNAV-AAC,1,0
gene-TRNAG-UCC-97|TRNAG-UCC,1,0
gene-TRNAC-GCA-106|TRNAC-GCA,1,0
gene-LOC123358502|LOC123358502,0,0
gene-TRNAC-GCA-107|TRNAC-GCA,1,0
gene-LOC123358508|LOC123358508,0,32
gene-LOC123358503|LOC123358503,0,0
gene-TRNAA-AGC-28|TRNAA-AGC,0,0
gene-LOC123358507|LOC123358507,0,12
gene-TRNAC-GCA-110|TRNAC-GCA,0,0
gene-LOC123358543|LOC123358543,0,4
gene-TRNAC-GCA-111|TRNAC-GCA,2,0
gene-TRNAM-CAU-48|TRNAM-CAU,1,0
gene-LOC123358542|LOC123358542,26,25
gene-TRNAS-AGA-92|TRNAS-AGA,0,0
gene-TRNAM-CAU-51|TRNAM-CAU,0,0
gene-TRNAK-UUU-70|TRNAK-UUU,0,0
gene-TRNAC-GCA-112|TRNAC-GCA,1,0
gene-TRNAC-GCA-113|TRNAC-GCA,33,4
gene-TRNAS-AGA-93|TRNAS-AGA,5,0
gene-LOC123358672|LOC123358672,0,26
gene-LOC123358667|LOC123358667,15,86
gene-LOC123358673|LOC123358673,0,0
gene-LOC123358664|LOC123358664,2,7
gene-LOC123358665|LOC123358665,26,2
gene-LOC123358668|LOC123358668,218,130
gene-LOC123358671|LOC123358671,0,992
gene-LOC123358669|LOC123358669,0,1105
gene-LOC123358666|LOC123358666,22,673
gene-LOC123358691|LOC123358691,13,0
gene-LOC123358689|LOC123358689,43,433
gene-TRNAD-GUC-58|TRNAD-GUC,1,0
gene-TRNAS-GCU-102|TRNAS-GCU,2,0
gene-TRNAI-AAU-69|TRNAI-AAU,0,0
gene-TRNAT-UGU-84|TRNAT-UGU,0,0
gene-TRNAI-UAU-57|TRNAI-UAU,0,0
gene-TRNAS-GCU-105|TRNAS-GCU,0,0
gene-TRNAT-UGU-85|TRNAT-UGU,0,0
gene-TRNAT-UGU-86|TRNAT-UGU,0,0
gene-TRNAG-UCC-106|TRNAG-UCC,0,0
gene-TRNAK-UUU-79|TRNAK-UUU,0,0
gene-TRNAT-AGU-111|TRNAT-AGU,0,0
gene-TRNAE-UUC-59|TRNAE-UUC,0,0
gene-TRNAV-UAC-17|TRNAV-UAC,0,0
gene-TRNAM-CAU-55|TRNAM-CAU,0,0
gene-TRNAK-UUU-80|TRNAK-UUU,0,0
gene-TRNAV-AAC-153|TRNAV-AAC,0,0
gene-TRNAI-UAU-58|TRNAI-UAU,0,0
gene-TRNAQ-CUG-57|TRNAQ-CUG,0,0
gene-TRNAD-GUC-60|TRNAD-GUC,0,0
gene-TRNAR-CCU-28|TRNAR-CCU,0,0
gene-TRNAS-AGA-99|TRNAS-AGA,0,0
gene-TRNAF-GAA-99|TRNAF-GAA,0,0
gene-TRNAK-CUU-92|TRNAK-CUU,0,0
gene-TRNAS-UGA-73|TRNAS-UGA,0,0
gene-TRNAF-GAA-100|TRNAF-GAA,0,0
gene-TRNAI-AAU-70|TRNAI-AAU,0,0
gene-TRNAA-UGC-104|TRNAA-UGC,0,0
gene-TRNAE-UUC-60|TRNAE-UUC,0,0
gene-TRNAT-UGU-87|TRNAT-UGU,0,0
gene-TRNAK-UUU-81|TRNAK-UUU,0,0
gene-TRNAR-UCG-19|TRNAR-UCG,0,0
gene-TRNAD-GUC-61|TRNAD-GUC,0,0
gene-TRNAC-GCA-124|TRNAC-GCA,0,0
gene-TRNAS-CGA-37|TRNAS-CGA,0,0
gene-TRNAT-CGU-23|TRNAT-CGU,0,0
gene-TRNAN-GUU-50|TRNAN-GUU,0,0
gene-TRNAD-GUC-63|TRNAD-GUC,0,0
gene-TRNAI-UAU-59|TRNAI-UAU,0,0
gene-TRNAQ-CUG-58|TRNAQ-CUG,0,0
gene-LOC123358685|LOC123358685,341,35
gene-TRNAS-UGA-74|TRNAS-UGA,0,0
gene-TRNAQ-CUG-59|TRNAQ-CUG,0,0
gene-TRNAS-AGA-100|TRNAS-AGA,0,0
gene-TRNAI-AAU-71|TRNAI-AAU,0,0
gene-TRNAE-UUC-61|TRNAE-UUC,0,0
gene-TRNAK-UUU-82|TRNAK-UUU,0,0
gene-TRNAC-GCA-123|TRNAC-GCA,2,0
gene-TRNAD-GUC-62|TRNAD-GUC,2,0
gene-LOC123358686|LOC123358686,49,0
gene-LOC123358693|LOC123358693,0,2
gene-LOC123358688|LOC123358688,20,28
gene-LOC123358687|LOC123358687,17,231
gene-TRNAR-CCG-6|TRNAR-CCG,3,0
gene-TRNAC-GCA-126|TRNAC-GCA,4,0
gene-TRNAS-GCU-106|TRNAS-GCU,0,0
gene-TRNAS-UGA-76|TRNAS-UGA,0,0
gene-TRNAS-AGA-101|TRNAS-AGA,0,0
gene-TRNAD-GUC-66|TRNAD-GUC,0,0
gene-TRNAH-GUG-8|TRNAH-GUG,0,0
gene-TRNAI-AAU-73|TRNAI-AAU,0,0
gene-TRNAV-CAC-28|TRNAV-CAC,0,0
gene-TRNAR-UCG-20|TRNAR-UCG,1,0
